n,phase,R_ohm,L_H,wire_length_m,I_abs_A,R_m,f0_hz
2,3,0.6853741486259379,9.063957838720571e-06,5.64541926743297,0.240111105266544,0.05,158608.06316440654
1,1,0.563352409031764,9.063957838720571e-06,5.64541926743297,1.1254484288917108,0.05,199750.50809645883
1,2,0.563352409031764,9.063957838720571e-06,5.64541926743297,1.125448428891711,0.05,199750.50809645883
1,3,0.563352409031764,9.063957838720571e-06,5.64541926743297,1.125448428891711,0.05,199750.50809645883
2,1,0.758169764503107,9.063957838720571e-06,5.64541926743297,0.18136270824113698,0.05,199750.50809645883
2,2,0.758169764503107,9.063957838720571e-06,5.64541926743297,0.181362708241137,0.05,199750.50809645883
2,3,0.758169764503107,9.063957838720571e-06,5.64541926743297,0.181362708241137,0.05,199750.50809645883
1,1,0.620484027492658,9.063957838720571e-06,5.64541926743297,0.8681697977213776,0.05,251565.1770076437
1,2,0.620484027492658,9.063957838720571e-06,5.64541926743297,0.8681697977213778,0.05,251565.1770076437
1,3,0.620484027492658,9.063957838720571e-06,5.64541926743297,0.8681697977213777,0.05,251565.1770076437
2,1,0.8401556033371124,9.063957838720571e-06,5.64541926743297,0.13470022809320525,0.05,251565.1770076437
2,2,0.8401556033371124,9.063957838720571e-06,5.64541926743297,0.13470022809320525,0.05,251565.1770076437
2,3,0.8401556033371124,9.063957838720571e-06,5.64541926743297,0.13470022809320525,0.05,251565.1770076437
1,1,0.6850033741318202,9.063957838720571e-06,5.64541926743297,0.6637693852646093,0.05,316820.4120528544
1,2,0.6850033741318202,9.063957838720571e-06,5.64541926743297,0.6637693852646093,0.05,316820.4120528544
1,3,0.6850033741318202,9.063957838720571e-06,5.64541926743297,0.6637693852646093,0.05,316820.4120528544
2,1,0.9324133588293233,9.063957838720571e-06,5.64541926743297,0.09764011425568703,0.05,316820.4120528544
2,2,0.9324133588293233,9.063957838720571e-06,5.64541926743297,0.09764011425568705,0.05,316820.4120528544
2,3,0.9324133588293233,9.063957838720571e-06,5.64541926743297,0.09764011425568704,0.05,316820.4120528544
1,1,0.7577519595090337,9.063957838720571e-06,5.64541926743297,0.5014021173995267,0.05,399002.65484793467
1,2,0.7577519595090337,9.063957838720571e-06,5.64541926743297,0.5014021173995268,0.05,399002.65484793467
1,3,0.7577519595090337,9.063957838720571e-06,5.64541926743297,0.5014021173995268,0.05,399002.65484793467
2,1,1.0361638425746194,9.063957838720571e-06,5.64541926743297,0.06820801293757116,0.05,399002.65484793467
2,2,1.0361638425746194,9.063957838720571e-06,5.64541926743297,0.06820801293757117,0.05,399002.65484793467
2,3,1.0361638425746194,9.063957838720571e-06,5.64541926743297,0.06820801293757117,0.05,399002.65484793467
1,1,0.8396852664075434,9.063957838720571e-06,5.64541926743297,0.37243752607749964,0.05,502502.71926652436
1,2,0.8396852664075434,9.063957838720571e-06,5.64541926743297,0.3724375260774997,0.05,502502.71926652436
1,3,0.8396852664075434,9.063957838720571e-06,5.64541926743297,0.3724375260774997,0.05,502502.71926652436
2,1,1.1527826276365016,9.063957838720571e-06,5.64541926743297,0.04483484799373912,0.05,502502.71926652436
2,2,1.1527826276365016,9.063957838720571e-06,5.64541926743297,0.04483484799373913,0.05,502502.71926652436
2,3,1.1527826276365016,9.063957838720571e-06,5.64541926743297,0.04483484799373912,0.05,502502.71926652436
1,1,0.9318842743062066,9.063957838720571e-06,5.64541926743297,0.27001167772571943,0.05,632850.3828288711
1,2,0.9318842743062066,9.063957838720571e-06,5.64541926743297,0.27001167772571955,0.05,632850.3828288711
1,3,0.9318842743062066,9.063957838720571e-06,5.64541926743297,0.2700116777257195,0.05,632850.3828288711
2,1,1.2838179186824499,9.063957838720571e-06,5.64541926743297,0.026273905807907495,0.05,632850.3828288711
2,2,1.2838179186824499,9.063957838720571e-06,5.64541926743297,0.02627390580790749,0.05,632850.3828288711
2,3,1.2838179186824499,9.063957838720571e-06,5.64541926743297,0.026273905807907495,0.05,632850.3828288711
1,1,1.0355690016944155,9.063957838720571e-06,5.64541926743297,0.18866792498584392,0.05,797009.8303771093
1,2,1.0355690016944155,9.063957838720571e-06,5.64541926743297,0.18866792498584398,0.05,797009.8303771093
1,3,1.0355690016944155,9.063957838720571e-06,5.64541926743297,0.18866792498584395,0.05,797009.8303771093
2,1,1.4310108379673256,9.063957838720571e-06,5.64541926743297,0.011534767729900235,0.05,797009.8303771093
2,2,1.4310108379673256,9.063957838720571e-06,5.64541926743297,0.011534767729900239,0.05,797009.8303771093
2,3,1.4310108379673256,9.063957838720571e-06,5.64541926743297,0.011534767729900239,0.05,797009.8303771093
1,1,1.152114138019085,9.063957838720571e-06,5.64541926743297,0.12406970606552607,0.05,1003751.7349334045
1,2,1.152114138019085,9.063957838720571e-06,5.64541926743297,0.12406970606552609,0.05,1003751.7349334045
1,3,1.152114138019085,9.063957838720571e-06,5.64541926743297,0.1240697060655261,0.05,1003751.7349334045
2,1,1.5963183638396696,9.063957838720571e-06,5.64541926743297,0.0,0.05,1003751.7349334045
2,2,1.5963183638396696,9.063957838720571e-06,5.64541926743297,0.0,0.05,1003751.7349334045
2,3,1.5963183638396696,9.063957838720571e-06,5.64541926743297,0.0,0.05,1003751.7349334045
1,1,1.2830669013043607,9.063957838720571e-06,5.64541926743297,0.07277139075694505,0.05,1264121.8551910524
1,2,1.2830669013043607,9.063957838720571e-06,5.64541926743297,0.07277139075694507,0.05,1264121.8551910524
1,3,1.2830669013043607,9.063957838720571e-06,5.64541926743297,0.07277139075694505,0.05,1264121.8551910524
2,1,1.781939203886592,9.063957838720571e-06,5.64541926743297,0.0,0.05,1264121.8551910524
2,2,1.781939203886592,9.063957838720571e-06,5.64541926743297,0.0,0.05,1264121.8551910524
2,3,1.781939203886592,9.063957838720571e-06,5.64541926743297,0.0,0.05,1264121.8551910524
1,1,1.4301673104642554,9.063957838720571e-06,5.64541926743297,0.03203568723626642,0.05,1592031.1857570007
1,2,1.4301673104642554,9.063957838720571e-06,5.64541926743297,0.03203568723626642,0.05,1592031.1857570007
1,3,1.4301673104642554,9.063957838720571e-06,5.64541926743297,0.03203568723626642,0.05,1592031.1857570007
2,1,1.9903429307476515,9.063957838720571e-06,5.64541926743297,0.0,0.05,1592031.1857570007
2,2,1.9903429307476515,9.063957838720571e-06,5.64541926743297,0.0,0.05,1592031.1857570007
2,3,1.9903429307476515,9.063957838720571e-06,5.64541926743297,0.0,0.05,1592031.1857570007
1,1,1.5953711087343914,9.063957838720571e-06,5.64541926743297,0.0,0.05,2004999.190556492
1,2,1.5953711087343914,9.063957838720571e-06,5.64541926743297,0.0,0.05,2004999.190556492
1,3,1.5953711087343914,9.063957838720571e-06,5.64541926743297,0.0,0.05,2004999.190556492
2,1,2.2243027567588745,9.063957838720571e-06,5.64541926743297,0.0,0.05,2004999.190556492
2,2,2.2243027567588745,9.063957838720571e-06,5.64541926743297,0.0,0.05,2004999.190556492
2,3,2.2243027567588745,9.063957838720571e-06,5.64541926743297,0.0,0.05,2004999.190556492
1,1,1.7808756200932665,9.063957838720571e-06,5.64541926743297,0.0,0.05,2525089.8287025085
1,2,1.7808756200932665,9.063957838720571e-06,5.64541926743297,0.0,0.05,2525089.8287025085
1,3,1.7808756200932665,9.063957838720571e-06,5.64541926743297,0.0,0.05,2525089.8287025085
2,1,2.4869323752948618,9.063957838720571e-06,5.64541926743297,0.0,0.05,2525089.8287025085
2,2,2.4869323752948618,9.063957838720571e-06,5.64541926743297,0.0,0.05,2525089.8287025085
2,3,2.4869323752948618,9.063957838720571e-06,5.64541926743297,0.0,0.05,2525089.8287025085
1,1,1.9891488664501542,9.063957838720571e-06,5.64541926743297,0.0,0.05,3180090.3826036807
1,2,1.9891488664501542,9.063957838720571e-06,5.64541926743297,0.0,0.05,3180090.3826036807
1,3,1.9891488664501542,9.063957838720571e-06,5.64541926743297,0.0,0.05,3180090.3826036807
2,1,2.7817273531116147,9.063957838720571e-06,5.64541926743297,0.0,0.05,3180090.3826036807
2,2,2.7817273531116147,9.063957838720571e-06,5.64541926743297,0.0,0.05,3180090.3826036807
2,3,2.7817273531116147,9.063957838720571e-06,5.64541926743297,0.0,0.05,3180090.3826036807
1,1,2.222962321491957,9.063957838720571e-06,5.64541926743297,0.0,0.05,4004996.0704664798
1,2,2.222962321491957,9.063957838720571e-06,5.64541926743297,0.0,0.05,4004996.0704664798
1,3,2.222962321491957,9.063957838720571e-06,5.64541926743297,0.0,0.05,4004996.0704664798
2,1,3.112611620212418,9.063957838720571e-06,5.64541926743297,0.0,0.05,4004996.0704664798
2,2,3.112611620212418,9.063957838720571e-06,5.64541926743297,0.0,0.05,4004996.0704664798
2,3,3.112611620212418,9.063957838720571e-06,5.64541926743297,0.0,0.05,4004996.0704664798
1,1,2.4854277287652295,9.063957838720571e-06,5.64541926743297,0.0,0.05,5043879.762725263
1,2,2.4854277287652295,9.063957838720571e-06,5.64541926743297,0.0,0.05,5043879.762725263
1,3,2.4854277287652295,9.063957838720571e-06,5.64541926743297,0.0,0.05,5043879.762725263
2,1,3.4839896727943915,9.063957838720571e-06,5.64541926743297,0.0,0.05,5043879.762725263
2,2,3.4839896727943915,9.063957838720571e-06,5.64541926743297,0.0,0.05,5043879.762725263
2,3,3.4839896727943915,9.063957838720571e-06,5.64541926743297,0.0,0.05,5043879.762725263
1,1,2.780038467976004,9.063957838720571e-06,5.64541926743297,0.0,0.05,6352246.697177473
1,2,2.780038467976004,9.063957838720571e-06,5.64541926743297,0.0,0.05,6352246.697177473
1,3,2.780038467976004,9.063957838720571e-06,5.64541926743297,0.0,0.05,6352246.697177473
2,1,3.9008051817411684,9.063957838720571e-06,5.64541926743297,0.0,0.05,6352246.697177473
2,2,3.9008051817411684,9.063957838720571e-06,5.64541926743297,0.0,0.05,6352246.697177473
2,3,3.9008051817411684,9.063957838720571e-06,5.64541926743297,0.0,0.05,6352246.697177473
1,1,3.110716015675607,9.063957838720571e-06,5.64541926743297,0.0,0.05,8000000.0
1,2,3.110716015675607,9.063957838720571e-06,5.64541926743297,0.0,0.05,8000000.0
1,3,3.110716015675607,9.063957838720571e-06,5.64541926743297,0.0,0.05,8000000.0
2,1,4.3686067850245465,9.063957838720571e-06,5.64541926743297,0.0,0.05,8000000.0
2,2,4.3686067850245465,9.063957838720571e-06,5.64541926743297,0.0,0.05,8000000.0
2,3,4.3686067850245465,9.063957838720571e-06,5.64541926743297,0.0,0.05,8000000.0
1,1,0.6166096597279754,1.9775276750719363e-05,11.284833717298124,1.0874954870367601,0.1,100000.0
1,2,0.6166096597279755,1.9775276750719377e-05,11.284833717298127,1.0874954870367597,0.1,100000.0
1,3,0.6166096597279754,1.9775276750719363e-05,11.284833717298124,1.0874954870367604,0.1,100000.0
2,1,0.8093903388680035,1.9775276750719363e-05,11.284833717298124,0.18674933149919282,0.1,100000.0
2,2,0.8093903388680036,1.9775276750719377e-05,11.284833717298127,0.18674933149919273,0.1,100000.0
2,3,0.8093903388680035,1.9775276750719363e-05,11.284833717298124,0.18674933149919284,0.1,100000.0
1,1,0.6726234270473623,1.9775276750719363e-05,11.284833717298124,0.8519773981053642,0.1,125939.69317272713
1,2,0.6726234270473623,1.9775276750719377e-05,11.284833717298127,0.8519773981053637,0.1,125939.69317272713
1,3,0.6726234270473623,1.9775276750719363e-05,11.284833717298124,0.8519773981053643,0.1,125939.69317272713
2,1,0.8914856648401687,1.9775276750719363e-05,11.284833717298124,0.144028828295408,0.1,125939.69317272713
2,2,0.8914856648401688,1.9775276750719377e-05,11.284833717298127,0.14402882829540795,0.1,125939.69317272713
2,3,0.8914856648401687,1.9775276750719363e-05,11.284833717298124,0.144028828295408,0.1,125939.69317272713
1,1,0.7364824086687456,1.9775276750719363e-05,11.284833717298124,0.6648534086359495,0.1,158608.06316440654
1,2,0.7364824086687457,1.9775276750719377e-05,11.284833717298127,0.6648534086359491,0.1,158608.06316440654
1,3,0.7364824086687456,1.9775276750719363e-05,11.284833717298124,0.6648534086359495,0.1,158608.06316440654
2,1,0.9841958788204074,1.9775276750719363e-05,11.284833717298124,0.11009928912287702,0.1,158608.06316440654
2,2,0.9841958788204076,1.9775276750719377e-05,11.284833717298127,0.11009928912287696,0.1,158608.06316440654
2,3,0.9841958788204074,1.9775276750719363e-05,11.284833717298124,0.110099289122877,0.1,158608.06316440654
1,1,0.808972909766424,1.9775276750719363e-05,11.284833717298124,0.5162050022414603,0.1,199750.50809645883
1,2,0.8089729097664241,1.9775276750719377e-05,11.284833717298127,0.5162050022414599,0.1,199750.50809645883
1,3,0.808972909766424,1.9775276750719363e-05,11.284833717298124,0.5162050022414603,0.1,199750.50809645883
2,1,1.0887302346698948,1.9775276750719363e-05,11.284833717298124,0.08315337137483031,0.1,199750.50809645883
2,2,1.0887302346698948,1.9775276750719377e-05,11.284833717298127,0.08315337137483027,0.1,199750.50809645883
2,3,1.0887302346698948,1.9775276750719363e-05,11.284833717298124,0.08315337137483032,0.1,199750.50809645883
1,1,0.8910137972908238,1.9775276750719363e-05,11.284833717298124,0.3981351541753138,0.1,251565.1770076437
1,2,0.8910137972908239,1.9775276750719377e-05,11.284833717298127,0.3981351541753136,0.1,251565.1770076437
1,3,0.8910137972908238,1.9775276750719363e-05,11.284833717298124,0.39813515417531387,0.1,251565.1770076437
2,1,1.2064617319314015,1.9775276750719363e-05,11.284833717298124,0.061754610344398636,0.1,251565.1770076437
2,2,1.2064617319314017,1.9775276750719377e-05,11.284833717298127,0.06175461034439858,0.1,251565.1770076437
2,3,1.2064617319314015,1.9775276750719363e-05,11.284833717298124,0.061754610344398636,0.1,251565.1770076437
