geometry,f0_hz,harmonic,I_amp_A
rodin6lane_R0.050,2077417.7458005762,2,0.011747237735697495
rodin6lane_R0.050,2077417.7458005762,3,0.0034229997393188877
rodin6lane_R0.050,2077417.7458005762,4,0.004331942890628289
rodin6lane_R0.050,2910149.9992409777,1,0.0462944675702612
rodin6lane_R0.050,2910149.9992409777,2,0.008385874782314829
rodin6lane_R0.050,2910149.9992409777,3,0.0024435321112082345
rodin6lane_R0.050,2910149.9992409777,4,0.0030923824946415914
rodin6lane_R0.050,4076682.7159351776,1,0.03304787912179464
rodin6lane_R0.050,4076682.7159351776,2,0.005986317651842881
rodin6lane_R0.050,4076682.7159351776,3,0.0017443291310150185
rodin6lane_R0.050,4076682.7159351776,4,0.00220751212161126
rodin6lane_R0.050,5710819.707141999,1,0.023591540033670002
rodin6lane_R0.050,5710819.707141999,2,0.00427336788301204
rodin6lane_R0.050,5710819.707141999,3,0.0012451975397748778
rodin6lane_R0.050,5710819.707141999,4,0.0015758416344124084
rodin6lane_R0.050,8000000.0,1,0.01684099454636271
rodin6lane_R0.050,8000000.0,2,0.0030505644206263215
rodin6lane_R0.050,8000000.0,3,0.0008888892984972742
rodin6lane_R0.050,8000000.0,4,0.001124920288729749
rodin6lane_R0.100,100000.0,1,0.6271697318536212
rodin6lane_R0.100,100000.0,2,0.11366280344974009
rodin6lane_R0.100,100000.0,3,0.033124412022255315
rodin6lane_R0.100,100000.0,4,0.041922881431510885
rodin6lane_R0.100,140084.9687129001,1,0.44784536427408883
rodin6lane_R0.100,140084.9687129001,2,0.08114873116606877
rodin6lane_R0.100,140084.9687129001,3,0.02364777241411951
rodin6lane_R0.100,140084.9687129001,4,0.02992840388021302
rodin6lane_R0.100,196237.984592942,1,0.3197589043905307
rodin6lane_R0.100,196237.984592942,2,0.05793308363784796
rodin6lane_R0.100,196237.984592942,3,0.016881900474162142
rodin6lane_R0.100,196237.984592942,4,0.021365266057199173
rodin6lane_R0.100,274899.91931984853,1,0.2282902289896233
rodin6lane_R0.100,274899.91931984853,2,0.041358007827654794
rodin6lane_R0.100,274899.91931984853,3,0.012051613623492363
rodin6lane_R0.100,274899.91931984853,4,0.015252039690271451
rodin6lane_R0.100,385093.4659709974,1,0.1629795346101767
rodin6lane_R0.100,385093.4659709974,2,0.02952464707528943
rodin6lane_R0.100,385093.4659709974,3,0.008603283335209513
rodin6lane_R0.100,385093.4659709974,4,0.010887899083389637
rodin6lane_R0.100,539458.0613208943,1,0.11635005312390015
rodin6lane_R0.100,539458.0613208943,2,0.021076795143038386
rodin6lane_R0.100,539458.0613208943,3,0.00614157814244816
rodin6lane_R0.100,539458.0613208943,4,0.007772449146005008
rodin6lane_R0.100,755699.6564205922,1,0.08306002403552479
rodin6lane_R0.100,755699.6564205922,2,0.01504599440463534
rodin6lane_R0.100,755699.6564205922,3,0.004384231799402538
rodin6lane_R0.100,755699.6564205922,4,0.005548429513797669
rodin6lane_R0.100,1058621.627260278,1,0.05929419199430584
rodin6lane_R0.100,1058621.627260278,2,0.010740754961372043
rodin6lane_R0.100,1058621.627260278,3,0.0031297201151299745
rodin6lane_R0.100,1058621.627260278,4,0.00396078382185324
rodin6lane_R0.100,1482969.7753355573,1,0.04232808706762531
rodin6lane_R0.100,1482969.7753355573,2,0.007667381432184802
rodin6lane_R0.100,1482969.7753355573,3,0.0022341711286241466
rodin6lane_R0.100,1482969.7753355573,4,0.0028274271858711748
rodin6lane_R0.100,2077417.7458005762,1,0.030216396273798844
rodin6lane_R0.100,2077417.7458005762,2,0.005473412600969597
rodin6lane_R0.100,2077417.7458005762,3,0.0015948749372285752
rodin6lane_R0.100,2077417.7458005762,4,0.002018371839102976
rodin6lane_R0.100,2910149.9992409777,1,0.02157024138420629
rodin6lane_R0.100,2910149.9992409777,2,0.003907225839654647
rodin6lane_R0.100,2910149.9992409777,3,0.0011385086058961372
rodin6lane_R0.100,2910149.9992409777,4,0.0014408227192161016
rodin6lane_R0.100,4076682.7159351776,1,0.015398066036136854
rodin6lane_R0.100,4076682.7159351776,2,0.0027891912154097355
rodin6lane_R0.100,4076682.7159351776,3,0.0008127287862912581
rodin6lane_R0.100,4076682.7159351776,4,0.0010285363658434962
rodin6lane_R0.100,5710819.707141999,1,0.010991995500219972
rodin6lane_R0.100,5710819.707141999,2,0.0019910752616466043
rodin6lane_R0.100,5710819.707141999,3,0.0005801692602955387
rodin6lane_R0.100,5710819.707141999,4,0.0007342239856838157
rodin6lane_R0.100,8000000.0,1,0.007846687238650233
rodin6lane_R0.100,8000000.0,2,0.001421336119974522
rodin6lane_R0.100,8000000.0,3,0.00041415566710313904
rodin6lane_R0.100,8000000.0,4,0.000524127989054338
