R_m,f0_Hz,n,duty,PWM_amp,x_knR,G_candidate,weighted_contribution
0.03,903070.359408176,1,0.382,0.5933748994435446,0.15562045295869142,0.9959685971047724,0.5909827661559724
0.03,927334.2623499898,1,0.382,0.5933748994435446,0.15980169922263188,0.9957493338269222,0.5908526608305265
0.03,952250.0934387485,1,0.382,0.5933748994435446,0.16409528817667077,0.9955181611733136,0.5907154887804373
0.03,977835.3688304388,1,0.382,0.5933748994435446,0.16850423827014638,0.9952744340821584,0.5905708672422315
0.03,1004108.0753091713,1,0.382,0.5933748994435446,0.17303164905279073,0.9950174727540227,0.5904183928399881
0.03,1031086.6829321253,1,0.382,0.5933748994435446,0.17768070335375385,0.9947465608037547,0.5902576404887397
0.03,1058790.1580142411,1,0.382,0.5933748994435446,0.18245466951917427,0.9944609433166403,0.5900881622410439
0.03,1087237.9764617886,1,0.382,0.5933748994435446,0.18735690370986924,0.9941598248041114,0.5899094860739516
0.03,1116450.1374641843,1,0.382,0.5933748994435446,0.19239085226075986,0.9938423670541378,0.5897211146134833
0.03,1146447.1775536814,1,0.382,0.5933748994435446,0.19756005410368913,0.9935076868712381,0.5895225237936095
0.03,1177250.1850428309,1,0.382,0.5933748994435446,0.20286814325533936,0.9931548537008401,0.5893131614466043
0.03,1208880.8148498277,1,0.382,0.5933748994435446,0.20831885137199085,0.9927828871325154,0.5890924458215282
0.03,1241361.3037222116,1,0.382,0.5933748994435446,0.21391601037292704,0.9923907542764127,0.5888597640274698
0.03,1274714.4858695897,1,0.382,0.5933748994435446,0.2196635551343233,0.9919773670069968,0.5886144703980488
0.03,1308963.8090163858,1,0.382,0.5933748994435446,0.22556552625551693,0.991541579068002,0.5883558847735691
0.03,1344133.3508858972,1,0.382,0.5933748994435446,0.23162607289960102,0.9910821830322927,0.5880832906970753
0.03,1380247.8361272507,1,0.382,0.5933748994435446,0.23784945571034072,0.9905979071101241,0.5877959335204556
0.03,1417332.653697155,1,0.382,0.5933748994435446,0.24424004980746186,0.9900874117990979,0.5874930184166091
0.03,1455413.8747086702,1,0.382,0.5933748994435446,0.2508023478624172,0.9895492863689033,0.5871737082935793
0.03,1494518.2707595418,1,0.382,0.5933748994435446,0.25754096325679326,0.9889820451737584,0.58683712160645
0.03,1534673.3327529856,1,0.382,0.5933748994435446,0.26446063332557873,0.9883841237852826,0.586482330062688
0.03,1575907.2902241528,1,0.382,0.5933748994435446,0.2715662226875723,0.9877538749383706,0.5861083562165272
0.03,1618249.1311858634,1,0.382,0.5933748994435446,0.278862726665274,0.9870895642824934,0.5857141709478968
0.03,1661728.622507559,1,0.382,0.5933748994435446,0.2863552747966622,0.9863893659307214,0.5852986908213235
0.03,1706376.3308418032,1,0.382,0.5933748994435446,0.294049134441326,0.985651357798665,0.584860775320176
0.03,1752223.6441130387,1,0.382,0.5933748994435446,0.3019497144834884,0.9848735167254564,0.5843992239515778
0.03,1799302.7935837097,1,0.382,0.5933748994435446,0.3100625691345227,0.9840537133688498,0.583912773217288
0.03,1847646.876513262,1,0.382,0.5933748994435446,0.3183934018376355,0.9831897068665258,0.5834000934458529
0.03,1897289.8794259513,1,0.382,0.5933748994435446,0.3269480692774629,0.9822791392557259,0.5828597854813579
0.03,1948266.7020038136,1,0.382,0.5933748994435446,0.3357325854973958,0.9813195296434468,0.5822903772241668
0.03,2000613.181621601,1,0.382,0.5933748994435446,0.34475312612753184,0.9803082681195872,0.5816903200191353
0.03,2054366.1185409261,1,0.382,0.5933748994435446,0.354016032726224,0.9792426094056715,0.5810579848869246
0.03,2109563.301781327,1,0.382,0.5933748994435446,0.36352781723827954,0.9781196662320929,0.5803916585942215
0.03,2166243.535686445,1,0.382,0.5933748994435446,0.3732951665729422,0.9769364024372275,0.5796895395589281
0.03,2224446.6672039866,1,0.382,0.5933748994435446,0.38332494730487754,0.9756896257822864,0.5789497335866738
0.03,2284213.613898645,1,0.382,0.5933748994435446,0.3936242105014641,0.9743759804764123,0.5781702494353963
0.03,2345586.3927177046,1,0.382,0.5933748994435446,0.4042001966797888,0.9729919394072944,0.5773489942051828
0.03,2408608.1495294767,1,0.382,0.5933748994435446,0.4150603408968216,0.9715337960735138,0.5764837685511264
0.03,2473323.1894554296,1,0.382,0.5933748994435446,0.4262122779763606,0.9699976562159223,0.5755722617175968
0.03,2539777.0080172666,1,0.382,0.5933748994435446,0.43766384787641255,0.9683794291466703,0.5746120463931026
0.03,2608016.3231208725,1,0.382,0.5933748994435446,0.4494231012007863,0.9666748187760048,0.5736005733858186
0.03,2678089.1078996155,1,0.382,0.5933748994435446,0.4614983048587729,0.9648793143387374,0.5725351661209046
0.03,2750044.6244400875,1,0.382,0.5933748994435446,0.4738979478768909,0.9629881808243175,0.5714130149619513
0.03,2823933.4584139986,1,0.382,0.5933748994435446,0.4866307473667835,0.960996449116803,0.5702311713602864
0.03,2899807.5546405674,1,0.382,0.5933748994435446,0.4997056546534627,0.9588989058537154,0.5689865418374733
0.03,2977720.253604409,1,0.382,0.5933748994435446,0.5131318615682076,0.9566900830158509,0.5676758818081669
0.03,3057726.328954595,1,0.382,0.5933748994435446,0.5269188069105425,0.954364247263624,0.5662957892525671
0.03,3139882.026011251,1,0.382,0.5933748994435446,0.5410761830838369,0.951915389039507,0.5648426982500802
0.03,3224245.1013067467,1,0.382,0.5933748994435446,0.5556139429091922,0.949337211460634,0.5633128723884687
0.03,3310874.863189304,1,0.382,0.5933748994435446,0.570542306622405,0.9466231190307344,0.5617023980657966
0.03,3399832.213517537,1,0.382,0.5933748994435446,0.5858717690589276,0.9437662062062896,0.5600071777058727
0.03,3491179.6904752604,1,0.382,0.5933748994435446,0.6016131070318743,0.9407592458582524,0.5582229229117254
0.03,3584981.512536653,1,0.382,0.5933748994435446,0.6177773869082628,0.9375946776778984,0.5563451475859256
0.03,3681303.6236126847,1,0.382,0.5933748994435446,0.6343759723888148,0.9342645965834582,0.5543691610513732
0.03,3780213.7394105536,1,0.382,0.5933748994435446,0.6514205324967872,0.9307607411932137,0.5522900612115222
0.03,3881781.3950387137,1,0.382,0.5933748994435446,0.6689230497814483,0.9270744824408019,0.550102727794987
0.03,3986077.993890971,1,0.382,0.5933748994435446,0.686895828741967,0.9231968124196667,0.5478018157361206
0.03,4093176.857844001,1,0.382,0.5933748994435446,0.7053515044776364,0.9191183335560246,0.5453817487505244
0.03,4203153.278803595,1,0.382,0.5933748994435446,0.724303051570516,0.9148292482234852,0.542836713172624
0.03,4316084.571635853,1,0.382,0.5933748994435446,0.7437637932067312,0.9103193489276977,0.5401606521314857
0.03,4432050.128520549,1,0.382,0.5933748994435446,0.7637474105428492,0.9055780092062075,0.5373472601510186
0.03,4551131.474764879,1,0.382,0.5933748994435446,0.7842679523239102,0.900594175407235,0.53438997827171
0.03,4673412.326116813,1,0.382,0.5933748994435446,0.8053398447598809,0.8953563595314478,0.531281989803111
0.03,4798978.647618371,1,0.382,0.5933748994435446,0.8269779016674679,0.8898526333431493,0.5280162168295646
0.03,4927918.714040171,1,0.382,0.5933748994435446,0.8491973348844258,0.8840706239817615,0.5245853176061694
0.03,5060323.171939752,1,0.382,0.5933748994435446,0.8720137649636791,0.8779975113312036,0.5209816849978354
0.03,5196285.10338729,1,0.382,0.5933748994435446,0.8954432321547743,0.8716200274338809,0.5171974461315587
0.03,5335900.091403516,1,0.382,0.5933748994435446,0.9195022076803868,0.8649244582676368,0.5132244634508213
0.03,5479266.287155836,1,0.382,0.5933748994435446,0.9442076053158066,0.8578966482383249,0.50905433738137
0.03,5626484.478959883,1,0.382,0.5933748994435446,0.9695767932795433,0.8505220077777181,0.5046784108396252
0.03,5777658.163135025,1,0.382,0.5933748994435446,0.9956276064434116,0.8427855244764044,0.5000877758386615
0.03,5932893.616763642,1,0.382,0.5933748994435446,1.022378358870681,0.834671778224183,0.49527328247213914
0.03,6092299.9724053005,1,0.382,0.5933748994435446,1.0498478566911014,0.8261649608763213,0.4902255505837671
0.03,6255989.294818376,1,0.382,0.5933748994435446,1.0780554113218592,0.8172489010128503,0.48493498445884736
0.03,6424076.659743051,1,0.382,0.5933748994435446,1.1070208530437569,0.8079070944098234,0.47939179090515527
0.03,6596680.234801065,1,0.382,0.5933748994435446,1.1367645449421608,0.7981227408960165,0.47358600112278
0.03,6773921.362569106,1,0.382,0.5933748994435446,1.1673073972225168,0.7878787883257123,0.4675074967964713
0.03,6955924.645884229,1,0.382,0.5933748994435446,1.1986708819104983,0.7771579844576999,0.4611460408793355
0.03,7142818.035441273,1,0.382,0.5933748994435446,1.2308770479471212,0.765942937592008,0.4544913135731509
0.03,7334732.919743936,1,0.382,0.5933748994435446,1.2639485366894465,0.7542161868786401,0.44753295404780674
0.03,7531804.217472526,1,0.382,0.5933748994435446,1.297908597827738,0.7419602832759687,0.44026060847998183
0.03,7734170.472333623,1,0.382,0.5933748994435446,1.3327811057303076,0.7291578821995254,0.4326639850286113
0.03,7941973.950458106,1,0.382,0.5933748994435446,1.3685905762275081,0.7157918489635945,0.42473291640128175
0.03,8155360.740416107,1,0.382,0.5933748994435446,1.4053621838466837,0.7018453781767986,0.4164574307005744
0.03,8374480.855919195,1,0.382,0.5933748994435446,1.4431217795101914,0.6873021283070291,0.40782783127151756
0.03,8599488.341281982,1,0.382,0.5933748994435446,1.4818959087089403,0.6721463726785115,0.398834786299455
0.03,8830541.37971729,1,0.382,0.5933748994435446,1.5217118301642172,0.6563631682019608,0.38946942893028486
0.03,9067802.404541034,1,0.382,0.5933748994435446,1.562597534990928,0.6399385431646388,0.379723468700366
0.03,9311438.213364966,1,0.382,0.5933748994435446,1.604581766375717,0.622859705417145,0.36958931506933423
0.03,9561620.085357584,1,0.382,0.5933748994435446,1.6476940397838038,0.605115272283714,0.3590602138431019
0.03,9818523.901655637,1,0.382,0.5933748994435446,1.6919646637087433,0.5866955234878368,0.3481303972535729
0.03,10082330.269010864,1,0.382,0.5933748994435446,1.7374247609796936,0.5675926783194963,0.3367952484227233
0.03,10353224.646758921,1,0.382,0.5933748994435446,1.7841062906411727,0.5478011981677483,0.3250514808778409
0.03,10631397.47719971,1,0.382,0.5933748994435446,1.8320420704206868,0.5273181153954044,0.31289733369750755
0.03,10917044.319480825,1,0.382,0.5933748994435446,1.881265799800022,0.5061433893328149,0.30033278274937386
0.03,11210365.987078195,1,0.382,0.5933748994435446,1.9318120837064228,0.48428028990579725,0.28735976832534305
0.03,11511568.688970588,1,0.382,0.5933748994435446,1.9837164568403105,0.4617358090781739,0.27398243928124516
0.03,11820864.174607227,1,0.382,0.5933748994435446,2.0370154086566408,0.43852109987055704,0.26020741353956434
0.03,12138469.882770432,1,0.382,0.5933748994435446,2.0917464090174707,0.41465194220134827,0.24604405450779548
0.03,12464609.094437936,1,0.382,0.5933748994435446,2.147947934533765,0.39014923416975367,0.2315047625934535
0.03,12799511.08975231,1,0.382,0.5933748994435446,2.20565949561495,0.36503950664939283,0.21660528055100461
0.03,13143411.309208022,1,0.382,0.5933748994435446,2.26492166424527,0.3393554581695678,0.2013650108669853
0.03,13496551.519169025,1,0.382,0.5933748994435446,2.325776102506397,0.3131365060139035,0.1858073427681029
0.03,13859179.981833793,1,0.382,0.5933748994435446,2.3882655918664377,0.2864293482470682,0.16995998571378412
0.03,14231551.629766876,1,0.382,0.5933748994435446,2.4524340632558617,0.25928852997487845,0.153855305400708
0.03,14613928.245119832,1,0.382,0.5933748994435446,2.518326627951524,0.2317770055373004,0.1375306573540215
0.03,15006578.643667515,1,0.382,0.5933748994435446,2.5859896092904817,0.20396668651646485,0.12102871210154031
0.03,15409778.863789089,1,0.382,0.5933748994435446,2.655470575235908,0.17593896340478252,0.1043977647185143
0.03,15823812.360526627,1,0.382,0.5933748994435446,2.7268183718179952,0.147785186518764,0.08769202018981706
0.03,16248970.204857726,1,0.382,0.5933748994435446,2.8000831574733525,0.11960708926615048,0.0709718445660371
0.03,16685551.288322221,1,0.382,0.5933748994435446,2.8753164383070473,0.09151713419059013,0.05430397029770279
0.03,17133862.533146854,1,0.382,0.5933748994435446,2.9525711043020704,0.06363875935424874,0.03776164243253928
0.03,17594219.108015623,1,0.382,0.5933748994435446,3.031901466501688,0.03610649961422832,0.02142469057785111
0.03,18066944.6496375,1,0.382,0.5933748994435446,3.1133632951908177,0.009065954261849078,0.005379509698484471
0.03,18552371.4902673,1,0.382,0.5933748994435446,3.1970138591032704,-0.017326430594348144,-0.010281069011636884
0.03,19050840.891339578,1,0.382,0.5933748994435446,3.2829119656824215,-0.04290379950253234,-0.025458037715561127
0.03,19562703.28337992,1,0.382,0.5933748994435446,3.3711180024236116,-0.06748958233386053,-0.04004662413084131
0.03,20088318.512362193,1,0.382,0.5933748994435446,3.4616939793273525,-0.09089848578733647,-0.05393687986363125
0.03,20628056.09268498,1,0.382,0.5933748994435446,3.554703572493167,-0.11293782304691337,-0.06701446939383505
0.03,21182295.466945045,1,0.382,0.5933748994435446,3.650212168884723,-0.13340922366198668,-0.0791616846752727
0.03,21751426.272690464,1,0.382,0.5933748994435446,3.748286912297728,-0.15211076525216105,-0.09025871003578168
0.03,22335848.616340913,1,0.382,0.5933748994435446,3.8489967505628937,-0.16883956656735888,-0.10018516083399823
0.03,22935973.35446775,1,0.382,0.5933748994435446,3.952412484017172,-0.18339487733841545,-0.10882191689914346
0.03,23552222.382631563,1,0.382,0.5933748994435446,4.058606815277312,-0.19558169375233314,-0.11605326786328882
0.03,24185028.931980275,1,0.382,0.5933748994435446,4.16765440035076,-0.2052149187557456,-0.12176938178100571
0.03,24834837.873816323,1,0.382,0.5933748994435446,4.279631901119809,-0.21212407317201792,-0.12586910058800124
0.03,100000.0,2,0.382,0.2149651092891831,0.03446474603832126,0.9998020419706974,0.2149225552197794
0.03,102686.8230906964,2,0.382,0.2149651092891831,0.035390752793028744,0.9997912621754818,0.21492023793992276
0.03,105445.83636459979,2,0.382,0.2149651092891831,0.03634163971104312,0.999779895405791,0.21491779448103393
0.03,108278.9794442218,2,0.382,0.2149651092891831,0.037318075278337116,0.9997679097044063,0.21491521797342586
0.03,111188.24406629955,2,0.382,0.2149651092891831,0.03832074594191895,0.9997552713747163,0.2149125011735028
0.03,114175.67548201275,2,0.382,0.2149651092891831,0.039350356592413524,0.999741944886098,0.21490963644342054
0.03,117243.37389482206,2,0.382,0.2149651092891831,0.040407631059609865,0.999727892774158,0.2149066157296416
0.03,120393.49593693965,2,0.382,0.2149651092891831,0.04149331262132288,0.9997130755355528,0.21490343054032549
0.03,123628.25618546997,2,0.382,0.2149651092891831,0.04260816452592742,0.999697451517096,0.21490007192149038
0.03,126949.92871928647,2,0.382,0.2149651092891831,0.04375297052893194,0.9996809767988436,0.21489653043188073
0.03,130360.84871773889,2,0.382,0.2149651092891831,0.04492853544396888,0.9996636050708294,0.21489279611646964
0.03,133863.41410231488,2,0.382,0.2149651092891831,0.04613568570858915,0.9996452875031082,0.21488885847852252
0.03,137460.08722241042,2,0.382,0.2149651092891831,0.04737526996525865,0.9996259726087441,0.21488470645014462
0.03,141153.39658639356,2,0.382,0.2149651092891831,0.048648159657964964,0.9996056060993619,0.21488032836122944
0.03,144945.93863917905,2,0.382,0.2149651092891831,0.04995524964485402,0.9995841307328602,0.2148757119067224
0.03,148840.37958756313,2,0.382,0.2149651092891831,0.05129745882732698,0.9995614861528618,0.21487084411210822
0.03,152839.45727460194,2,0.382,0.2149651092891831,0.05267573079604008,0.9995376087194543,0.21486571129702622
0.03,156945.983104351,2,0.382,0.2149651092891831,0.05409103449426116,0.9995124313307523,0.21486029903691228
0.03,161162.84401831884,2,0.382,0.2149651092891831,0.05554436489904941,0.9994858832347828,0.2148545921225608
0.03,165493.00452502604,2,0.382,0.2149651092891831,0.057036743720737734,0.9994578898311753,0.21484857451749495
0.03,169939.50878409168,2,0.382,0.2149651092891831,0.05856922012120785,0.9994283724621023,0.2148422293130262
0.03,174505.48274631868,2,0.382,0.2149651092891831,0.06014287145146525,0.9993972481918936,0.21483553868087926
0.03,179194.136351278,2,0.382,0.2149651092891831,0.061758804009031075,0.9993644295747139,0.2148284838232505
0.03,184008.7657839381,2,0.382,0.2149651092891831,0.06341815381568365,0.9993298244096598,0.21482104492016268
0.03,188952.75579192644,2,0.382,0.2149651092891831,0.06512208741609679,0.9992933354825988,0.21481320107396917
0.03,194029.58206505107,2,0.382,0.2149651092891831,0.06687180269793598,0.9992548602940382,0.2148049302508553
0.03,199242.8136787566,2,0.382,0.2149651092891831,0.06866852973398906,0.9992142907722753,0.21479620921917575
0.03,204596.1156032306,2,0.382,0.2149651092891831,0.0705135316469236,0.9991715129710304,0.21478701348445597
0.03,210093.2512799261,2,0.382,0.2149651092891831,0.07240810549727865,0.9991264067507412,0.2147773172208819
0.03,215738.08526730997,2,0.382,0.2149651092891831,0.07435358319531535,0.9990788454426326,0.2147670931990864
0.03,221534.58595769835,2,0.382,0.2149651092891831,0.07635133243736725,0.9990286954946442,0.21475631271003623
0.03,227486.82836708843,2,0.382,0.2149651092891831,0.07840275766734879,0.9989758160982424,0.21474494548480955
0.03,233598.99699994826,2,0.382,0.2149651092891831,0.08050930106409786,0.998920058795097,0.21473295961004527
0.03,239875.38879097803,2,0.382,0.2149651092891831,0.08267244355524632,0.9988612670625431,0.2147203214388315
0.03,246320.41612591178,2,0.382,0.2149651092891831,0.08489370585833161,0.9987992758766991,0.2147069954967916
0.03,252938.60994348224,2,0.382,0.2149651092891831,0.08717464954988116,0.9987339112520491,0.21469294438311004
0.03,259734.6229207302,2,0.382,0.2149651092891831,0.08951687816322101,0.9986649897562341,0.2146781286662298
0.03,266713.2327438976,2,0.382,0.2149651092891831,0.091922038315781,0.9985923179987378,0.21466250677393736
0.03,273879.3454672035,2,0.382,0.2149651092891831,0.09439182086668821,0.9985156920920779,0.21464603487753783
0.03,281237.99896186445,2,0.382,0.2149651092891831,0.09692796210546316,0.9984348970840451,0.21462866676980605
0.03,288794.3664577843,2,0.382,0.2149651092891831,0.09953224497265419,0.9983497063594573,0.2146103537363846
0.03,296553.76018040243,2,0.382,0.2149651092891831,0.10220650031326797,0.9982598810098176,0.21459104442028235
0.03,304521.63508525793,2,0.382,0.2149651092891831,0.10495260816387755,0.9981651691691813,0.214570684679109
0.03,312703.59269289486,2,0.382,0.2149651092891831,0.10777249907431273,0.9980653053144528,0.21454921743466326
0.03,321105.38502680475,2,0.382,0.2149651092891831,0.11066815546486192,0.9979600095282402,0.21452658251447237
0.03,329732.9186571745,2,0.382,0.2149651092891831,0.11364161301993961,0.9978489867223048,0.21450271648486088
0.03,338592.25885328266,2,0.382,0.2149651092891831,0.11669496211919919,0.99773192581954,0.21447755247510455
0.03,347689.6338474632,2,0.382,0.2149651092891831,0.11983034930709727,0.9976084988923141,0.2144510199922042
0.03,357031.4392136346,2,0.382,0.2149651092891831,0.12304997880194252,0.9974783602549014,0.21442304472579005
